time,tas_mean,tas_stdev,tas_min,tas_max
1951-01-01 12:00:00,-0.21304348,0.44556203,-1.7,0.1
1951-01-02 12:00:00,1.273913,0.33390623,0.2,1.6
1951-01-03 12:00:00,0.59999996,0.5356832,-1.1,1.1
1951-01-04 12:00:00,1.1043478,0.6293394,-0.8,1.8
1951-01-05 12:00:00,3.3565218,0.4985423,2.0,4.0
1951-01-06 12:00:00,4.7782607,0.43234098,3.5,5.3
1951-01-07 12:00:00,5.365217,0.70068824,3.3,6.2
1951-01-08 12:00:00,4.4304347,0.63754606,2.5,5.1
1951-01-09 12:00:00,3.2304347,0.7201659,1.0,3.9
1951-01-10 12:00:00,2.1782608,0.42626438,1.2,2.7
1951-01-11 12:00:00,6.5130434,0.5605155,4.8,7.1
1951-01-12 12:00:00,5.330435,0.58713365,3.6,6.1
1951-01-13 12:00:00,3.5869565,0.63266474,1.7,4.3
1951-01-14 12:00:00,3.8173912,0.55923253,2.1,4.4
1951-01-15 12:00:00,2.478261,0.5532171,0.9,3.1
1951-01-16 12:00:00,2.7,0.6769497,0.7,3.4
1951-01-17 12:00:00,2.147826,0.7045625,0.2,3.0
1951-01-18 12:00:00,4.004348,0.75554657,1.7,4.7
1951-01-19 12:00:00,3.626087,0.8130551,1.2,4.4
1951-01-20 12:00:00,2.8086956,0.7430332,0.6,3.6
1951-01-21 12:00:00,-1.0260869,0.9075612,-3.7,0.0
1951-01-22 12:00:00,1.6913043,0.4835674,0.5,2.2
1951-01-23 12:00:00,3.0695653,0.46572503,1.6,3.4
1951-01-24 12:00:00,0.48695654,0.38027948,-0.5,1.0
1951-01-25 12:00:00,-2.2739131,0.3720886,-3.4,-1.9
1951-01-26 12:00:00,-1.6826087,0.3919319,-2.9,-1.3
1951-01-27 12:00:00,0.54347825,0.45761773,-0.9,0.9
1951-01-28 12:00:00,-0.19565217,0.27580437,-1.0,0.2
1951-01-29 12:00:00,-1.5652174,0.25978032,-2.2,-1.2
1951-01-30 12:00:00,-1.3043479,0.20103699,-1.9,-1.1
1951-01-31 12:00:00,-1.5173913,0.26970544,-1.8,-0.6
1951-02-01 12:00:00,-0.30869564,0.23940696,-1.0,-0.1
1951-02-02 12:00:00,-1.373913,0.4172554,-2.6,-0.9
1951-02-03 12:00:00,-4.7608695,0.20160042,-5.1,-4.3
1951-02-04 12:00:00,1.3391304,0.55696315,-0.4,2.0
1951-02-05 12:00:00,2.4782608,0.30496833,1.8,3.0
1951-02-06 12:00:00,2.8652174,0.41347802,1.6,3.3
1951-02-07 12:00:00,3.3130436,0.5605156,1.6,3.9
1951-02-08 12:00:00,4.791304,0.5860056,2.9,5.2
1951-02-09 12:00:00,7.152174,0.5063678,5.5,7.5
1951-02-10 12:00:00,3.095652,0.51201075,1.4,3.5
1951-02-11 12:00:00,3.1826086,0.21799913,2.5,3.4
1951-02-12 12:00:00,3.3869565,0.5383585,1.8,4.0
1951-02-13 12:00:00,0.92173916,0.1955072,0.4,1.2
1951-02-14 12:00:00,1.2130435,0.2524736,0.5,1.5
1951-02-15 12:00:00,2.6173913,0.32657933,1.7,3.0
1951-02-16 12:00:00,0.79130435,0.4251987,-0.0,1.5
1951-02-17 12:00:00,4.0913043,0.5412651,2.5,4.8
1951-02-18 12:00:00,3.0,0.77009314,0.7,3.8
1951-02-19 12:00:00,2.873913,0.7741572,0.6,3.7
1951-02-20 12:00:00,4.3,0.68588245,2.2,4.9
1951-02-21 12:00:00,3.7347827,0.8089761,1.3,4.6
1951-02-22 12:00:00,2.8347826,0.5850371,1.0,3.4
1951-02-23 12:00:00,1.6391305,0.6683784,-0.3,2.4
1951-02-24 12:00:00,1.1391305,0.54910135,-0.4,1.9
1951-02-25 12:00:00,1.4391304,0.4498687,0.2,2.1
1951-02-26 12:00:00,0.81739134,0.552191,-0.9,1.4
1951-02-27 12:00:00,-0.35652176,0.56169474,-2.2,0.1
1951-02-28 12:00:00,-1.5130435,0.73561823,-3.7,-0.8
1951-03-01 12:00:00,-0.9130435,0.72189623,-3.0,-0.1
1951-03-02 12:00:00,-2.2173913,0.62251395,-4.2,-1.6
1951-03-03 12:00:00,-2.9565217,0.71858925,-5.0,-2.2
1951-03-04 12:00:00,-3.0608695,0.42909324,-4.3,-2.6
1951-03-05 12:00:00,-2.6782608,0.45296752,-4.0,-2.1
1951-03-06 12:00:00,-0.47826087,0.36825857,-1.5,-0.1
1951-03-07 12:00:00,0.2,0.22650464,-0.5,0.4
1951-03-08 12:00:00,-1.8304348,0.5335971,-3.5,-1.4
1951-03-09 12:00:00,-2.673913,0.64147747,-4.7,-2.2
1951-03-10 12:00:00,-1.9130435,0.39154583,-3.2,-1.6
1951-03-11 12:00:00,1.0347826,0.24425341,0.6,1.4
1951-03-12 12:00:00,4.5608697,0.46226206,3.3,5.0
1951-03-13 12:00:00,8.821739,0.61358285,7.0,9.7
