time,pr_mean,pr_stdev,pr_min,pr_max
1951-01-01 18:00:00,0.7575931,0.44545582,0.0,2.6
1951-01-02 18:00:00,1.9882522,0.6738289,0.1,3.6
1951-01-03 18:00:00,0.5581662,0.4411798,0.0,1.9
1951-01-04 18:00:00,0.107736394,0.27591532,0.0,2.2
1951-01-05 18:00:00,4.9770775,1.1621498,3.0,8.3
1951-01-06 18:00:00,1.7068768,0.7020304,0.2,3.5
1951-01-07 18:00:00,0.063037254,0.083840154,0.0,0.3
1951-01-08 18:00:00,0.056733526,0.094196595,0.0,0.6
1951-01-09 18:00:00,2.1690545,1.1282842,0.0,5.9
1951-01-10 18:00:00,0.01747851,0.099905126,0.0,1.0
1951-01-11 18:00:00,0.024355302,0.05919663,0.0,0.4
1951-01-12 18:00:00,0.0,0.0,0.0,0.0
1951-01-13 18:00:00,0.17191978,0.25246528,0.0,0.8
1951-01-14 18:00:00,6.6581664,1.1584116,3.7,8.3
1951-01-15 18:00:00,13.341834,2.02056,10.1,23.3
1951-01-16 18:00:00,1.7203438,0.68909967,0.5,5.5
1951-01-17 18:00:00,14.9277935,2.7329993,10.1,24.9
1951-01-18 18:00:00,18.189972,5.1510577,6.0,32.6
1951-01-19 18:00:00,7.046705,0.9228533,5.5,10.6
1951-01-20 18:00:00,0.6616046,1.1560549,0.0,7.1
1951-01-21 18:00:00,0.055587392,0.120190926,0.0,1.0
1951-01-22 18:00:00,0.6567335,0.34415576,0.0,2.3
1951-01-23 18:00:00,0.061604585,0.14858937,0.0,0.9
1951-01-24 18:00:00,0.0,0.0,0.0,0.0
1951-01-25 18:00:00,0.024355302,0.07306197,0.0,0.4
1951-01-26 18:00:00,0.024355302,0.07306197,0.0,0.4
1951-01-27 18:00:00,0.15501434,0.1952423,0.0,0.8
1951-01-28 18:00:00,0.8659026,1.0452023,0.0,3.9
1951-01-29 18:00:00,0.16848138,0.14256448,0.0,0.6
1951-01-30 18:00:00,0.0,0.0,0.0,0.0
1951-01-31 18:00:00,0.0151862465,0.04508867,0.0,0.2
1951-02-01 18:00:00,2.746132,1.288707,0.1,4.9
1951-02-02 18:00:00,0.016618911,0.042943634,0.0,0.3
1951-02-03 18:00:00,0.89426935,0.5660109,0.0,2.6
1951-02-04 18:00:00,0.083381094,0.105216525,0.0,0.4
1951-02-05 18:00:00,0.9154728,0.5765137,0.0,2.4
1951-02-06 18:00:00,0.0,0.0,0.0,0.0
1951-02-07 18:00:00,0.0,0.0,0.0,0.0
1951-02-08 18:00:00,0.033810887,0.093038976,0.0,0.6
1951-02-09 18:00:00,0.0120343845,0.07473843,0.0,0.8
1951-02-10 18:00:00,1.2094556,0.90328723,0.0,3.2
1951-02-11 18:00:00,0.28022924,0.1873781,0.0,1.3
1951-02-12 18:00:00,0.23810889,0.17528652,0.0,0.6
1951-02-13 18:00:00,8.45788,2.3574493,1.7,12.5
1951-02-14 18:00:00,3.3180516,1.5517956,0.0,7.5
1951-02-15 18:00:00,0.0,0.0,0.0,0.0
1951-02-16 18:00:00,0.005157593,0.023376593,0.0,0.2
1951-02-17 18:00:00,8.43467,1.97196,4.5,15.4
1951-02-18 18:00:00,5.7487106,2.9652872,1.8,14.3
1951-02-19 18:00:00,3.9432664,0.9153212,1.5,6.6
1951-02-20 18:00:00,2.2713468,0.48529515,0.9,3.6
1951-02-21 18:00:00,2.7825215,0.4087278,1.8,4.2
1951-02-22 18:00:00,1.9240688,0.9007126,0.5,4.8
1951-02-23 18:00:00,2.4114614,2.987181,0.0,12.6
1951-02-24 18:00:00,0.0042979945,0.02028119,0.0,0.1
1951-02-25 18:00:00,0.006590258,0.025940333,0.0,0.2
1951-02-26 18:00:00,0.77535814,0.5976268,0.0,3.3
1951-02-27 18:00:00,0.11489972,0.12871997,0.0,0.5
1951-02-28 18:00:00,0.0120343845,0.03744932,0.0,0.3
1951-03-01 18:00:00,2.0853868,0.8821299,0.8,5.1
1951-03-02 18:00:00,0.034670487,0.095312595,0.0,0.5
1951-03-03 18:00:00,0.0,0.0,0.0,0.0
1951-03-04 18:00:00,0.0,0.0,0.0,0.0
1951-03-05 18:00:00,0.0,0.0,0.0,0.0
1951-03-06 18:00:00,0.0,0.0,0.0,0.0
1951-03-07 18:00:00,0.09025788,0.12965545,0.0,0.5
1951-03-08 18:00:00,0.38280803,0.33074045,0.0,1.6
1951-03-09 18:00:00,0.5848138,0.5711535,0.0,3.2
1951-03-10 18:00:00,0.024928367,0.044564858,0.0,0.2
1951-03-11 18:00:00,1.2022922,0.33402196,0.5,2.1
1951-03-12 18:00:00,0.09140401,0.12409226,0.0,0.7
1951-03-13 18:00:00,0.006590258,0.030974729,0.0,0.3
1951-03-14 18:00:00,3.0753582,0.9244964,1.4,7.7
1951-03-15 18:00:00,1.1352435,1.3721718,0.0,8.2
1951-03-16 18:00:00,3.9997134,0.7179443,2.4,6.0
1951-03-17 18:00:00,5.7787967,1.2110559,2.7,9.0
1951-03-18 18:00:00,3.748424,2.087973,0.7,9.9
1951-03-19 18:00:00,14.638109,3.1158082,7.0,23.5
1951-03-20 18:00:00,4.4593124,3.8901176,0.1,16.4
1951-03-21 18:00:00,0.0,0.0,0.0,0.0
1951-03-22 18:00:00,10.039255,2.274949,6.7,17.9
1951-03-23 18:00:00,5.6928368,1.8696123,3.1,14.3
1951-03-24 18:00:00,1.5378224,0.62337637,0.1,3.1
1951-03-25 18:00:00,1.9034384,1.5934644,0.0,10.1
1951-03-26 18:00:00,4.740688,1.3380504,1.2,11.9
1951-03-27 18:00:00,2.212894,1.0969507,0.1,4.8
1951-03-28 18:00:00,5.110602,1.2889555,3.0,9.5
1951-03-29 18:00:00,0.11174785,0.10187123,0.0,0.5
1951-03-30 18:00:00,0.25673354,0.71647954,0.0,4.3
1951-03-31 18:00:00,6.411175,1.9037186,0.4,10.2
1951-04-01 18:00:00,0.456447,0.4797265,0.0,3.7
1951-04-02 18:00:00,3.413467,1.8142279,0.0,10.9
1951-04-03 18:00:00,0.6011461,0.25368086,0.0,1.0
1951-04-04 18:00:00,0.37048712,0.13944237,0.0,0.7
1951-04-05 18:00:00,0.039541546,0.0622944,0.0,0.2
1951-04-06 18:00:00,0.00028653294,0.005345203,0.0,0.1
1951-04-07 18:00:00,4.982808,1.1940838,0.3,7.3
1951-04-08 18:00:00,0.6601719,0.29936126,0.1,2.1
1951-04-09 18:00:00,3.9065902,1.0689615,1.5,5.6
1951-04-10 18:00:00,8.348997,3.8081846,1.4,17.1
1951-04-11 18:00:00,1.4567335,0.89272237,0.1,6.1
1951-04-12 18:00:00,0.0,0.0,0.0,0.0
1951-04-13 18:00:00,0.45816618,0.37420106,0.0,2.3
1951-04-14 18:00:00,3.808023,1.0540923,0.8,5.8
1951-04-15 18:00:00,0.0,0.0,0.0,0.0
1951-04-16 18:00:00,0.2982808,0.28815672,0.0,0.9
1951-04-17 18:00:00,0.04183381,0.06263613,0.0,0.3
1951-04-18 18:00:00,0.008022923,0.027164776,0.0,0.1
1951-04-19 18:00:00,0.8432665,0.23708276,0.3,1.3
1951-04-20 18:00:00,0.0,0.0,0.0,0.0
1951-04-21 18:00:00,0.0,0.0,0.0,0.0
1951-04-22 18:00:00,0.0,0.0,0.0,0.0
1951-04-23 18:00:00,0.0,0.0,0.0,0.0
1951-04-24 18:00:00,0.0,0.0,0.0,0.0
1951-04-25 18:00:00,0.0,0.0,0.0,0.0
1951-04-26 18:00:00,0.00028653294,0.005345203,0.0,0.1
1951-04-27 18:00:00,4.3744984,1.7698227,2.5,10.9
1951-04-28 18:00:00,3.0561604,1.4327916,0.8,5.4
1951-04-29 18:00:00,0.055873927,0.13177712,0.0,0.7
1951-04-30 18:00:00,0.9773639,0.7348297,0.0,2.5
1951-05-01 18:00:00,0.0,0.0,0.0,0.0
1951-05-02 18:00:00,0.0,0.0,0.0,0.0
1951-05-03 18:00:00,0.12979943,0.34982634,0.0,2.0
1951-05-04 18:00:00,3.9174786,3.3382833,0.5,16.1
1951-05-05 18:00:00,5.3492837,2.2284384,0.6,13.4
1951-05-06 18:00:00,0.0,0.0,0.0,0.0
1951-05-07 18:00:00,0.56160456,0.5113763,0.0,3.0
1951-05-08 18:00:00,5.304298,3.2283857,0.1,11.3
1951-05-09 18:00:00,3.2667623,1.9748522,0.1,8.9
1951-05-10 18:00:00,0.16647565,0.16234109,0.0,0.8
1951-05-11 18:00:00,0.0,0.0,0.0,0.0
1951-05-12 18:00:00,0.0,0.0,0.0,0.0
1951-05-13 18:00:00,2.09255,0.6837044,0.1,3.6
1951-05-14 18:00:00,2.0146132,1.0306971,0.0,3.7
1951-05-15 18:00:00,2.8266475,0.75735587,1.2,5.1
1951-05-16 18:00:00,2.2277937,0.96663594,0.6,5.9
1951-05-17 18:00:00,1.0719198,0.7384348,0.1,2.5
1951-05-18 18:00:00,0.0028653296,0.01668301,0.0,0.1
1951-05-19 18:00:00,0.0,0.0,0.0,0.0
1951-05-20 18:00:00,2.0186245,1.6517153,0.0,6.3
1951-05-21 18:00:00,9.192837,2.3046186,3.7,17.0
1951-05-22 18:00:00,2.2108881,0.5851031,0.4,3.6
1951-05-23 18:00:00,0.3997135,0.27088928,0.0,1.1
1951-05-24 18:00:00,0.0,0.0,0.0,0.0
1951-05-25 18:00:00,9.651862,2.158724,6.2,15.4
1951-05-26 18:00:00,9.414041,3.460759,0.3,18.3
1951-05-27 18:00:00,27.27765,2.2330453,22.2,32.9
1951-05-28 18:00:00,9.375072,2.5745132,4.5,15.5
1951-05-29 18:00:00,0.033810887,0.05616777,0.0,0.2
1951-05-30 18:00:00,0.0,0.0,0.0,0.0
1951-05-31 18:00:00,0.0,0.0,0.0,0.0
1951-06-01 18:00:00,0.0,0.0,0.0,0.0
1951-06-02 18:00:00,4.637822,1.5947449,0.1,8.5
1951-06-03 18:00:00,3.552149,1.7641859,1.1,7.7
1951-06-04 18:00:00,3.5656161,4.635625,0.2,19.0
1951-06-05 18:00:00,1.0687679,0.9382505,0.0,4.1
1951-06-06 18:00:00,0.0,0.0,0.0,0.0
1951-06-07 18:00:00,0.0,0.0,0.0,0.0
1951-06-08 18:00:00,0.0,0.0,0.0,0.0
1951-06-09 18:00:00,8.751003,2.2885113,1.9,13.2
1951-06-10 18:00:00,5.546418,1.7320079,2.2,14.5
1951-06-11 18:00:00,0.0,0.0,0.0,0.0
1951-06-12 18:00:00,4.0395417,2.4793904,0.1,10.3
1951-06-13 18:00:00,0.0040114615,0.0196228,0.0,0.1
1951-06-14 18:00:00,0.008309456,0.032379493,0.0,0.2
1951-06-15 18:00:00,4.1243553,2.24793,0.1,8.6
1951-06-16 18:00:00,0.0120343845,0.03253632,0.0,0.1
1951-06-17 18:00:00,7.701146,1.776655,3.7,12.9
1951-06-18 18:00:00,4.9163322,0.89188784,1.3,7.7
1951-06-19 18:00:00,1.2449857,1.7125391,0.0,6.6
1951-06-20 18:00:00,0.0,0.0,0.0,0.0
1951-06-21 18:00:00,0.0,0.0,0.0,0.0
1951-06-22 18:00:00,0.3389685,0.23824832,0.0,1.0
1951-06-23 18:00:00,12.13639,2.9829447,6.8,21.7
1951-06-24 18:00:00,0.5641834,0.3863068,0.1,1.7
1951-06-25 18:00:00,0.16561605,0.3152631,0.0,1.6
1951-06-26 18:00:00,6.4959884,2.8601172,1.1,14.3
1951-06-27 18:00:00,21.841833,4.0849814,8.3,30.7
1951-06-28 18:00:00,1.412894,0.69069123,0.0,2.7
1951-06-29 18:00:00,0.06991404,0.15909934,0.0,0.9
1951-06-30 18:00:00,0.03094556,0.08057437,0.0,0.5
1951-07-01 18:00:00,0.0,0.0,0.0,0.0
1951-07-02 18:00:00,0.0,0.0,0.0,0.0
1951-07-03 18:00:00,0.7203438,0.6390483,0.2,4.8
1951-07-04 18:00:00,14.479942,3.2373533,8.5,23.2
1951-07-05 18:00:00,0.0,0.0,0.0,0.0
1951-07-06 18:00:00,0.0014326648,0.011883347,0.0,0.1
1951-07-07 18:00:00,0.0,0.0,0.0,0.0
1951-07-08 18:00:00,3.9444127,1.0418487,1.2,6.3
1951-07-09 18:00:00,0.078796566,0.18343346,0.0,1.0
1951-07-10 18:00:00,0.0,0.0,0.0,0.0
1951-07-11 18:00:00,0.30544412,0.3845127,0.0,1.9
1951-07-12 18:00:00,0.0,0.0,0.0,0.0
1951-07-13 18:00:00,0.04240688,0.121031605,0.0,1.1
1951-07-14 18:00:00,0.11776505,0.1707044,0.0,0.9
